PS86 UBFO GTEE HMPK UEVR JQCS WEAI S,Fuscia,classic,classic,bra,Fuscia,40,92.39,5978,22-Oct-14,31-Dec-99,TRUE
AT86 5955 6933 8382 7437,Turquoise,accent,classic,bra,Turquoise,15,28.22,1073,4-Aug-12,31-Dec-99,TRUE
GI23 PZJF MCG6 KISX KYRM PZI,Aquamarine,accent,classic,bra,Aquamarine,5,28.89,3122,20-May-12,31-Dec-99,TRUE
AL08 9571 1278 BHWY ORPM KFIW N3LX,Khaki,classic,classic,bra,Khaki,24,96.24,5566,5-Dec-15,31-Dec-99,TRUE
ME69 0313 0095 7856 2686 04,Purple,body art,classic,bra,Purple,10,55.52,4053,6-Nov-14,31-Dec-99,TRUE
RO29 XQDO MWEV DUMG LYM3 RZ8M,Maroon,cotton,classic,bra,Maroon,8,21.94,3458,28-Dec-14,31-Dec-99,TRUE
FR79 1831 3727 43T3 EHGM PEFJ F62,Teal,classic,classic,bra,Teal,68,19.43,8487,25-Oct-13,31-Dec-99,TRUE
MT43 QUAT 9533 9LQI NJG0 KB3A 3FX3 UOM,Maroon,classic,classic,bra,Maroon,35,9.09,8131,16-Dec-12,31-Dec-99,TRUE
RO39 CPUT G2PO 93JD T5ZI IKPM,Aquamarine,cotton,classic,bra,Aquamarine,63,54.01,6170,29-Jan-16,31-Dec-99,TRUE
LI06 1599 7YYT TMT8 CHCS R,Teal,body art,classic,bra,Teal,1,95.16,1825,7-Mar-13,31-Dec-99,TRUE
VG10 PEXI 0514 5228 2438 9999,Maroon,cotton,classic,bra,Maroon,9,38.61,1559,11-Dec-14,31-Dec-99,TRUE
LT84 1931 1225 2383 9892,Indigo,classic,classic,bra,Indigo,77,34.12,4396,3-Jul-17,31-Dec-99,TRUE
BR14 1137 5746 2731 6173 1689 465P W,Turquoise,accent,classic,bra,Turquoise,51,66.62,4417,25-Sep-12,31-Dec-99,TRUE
ES86 0327 3876 0710 3859 9348,Red,cotton,classic,bra,Red,32,32.07,9671,17-Jan-13,31-Dec-99,TRUE
KW62 DFZV 0FSX ZHOY 3ORN K7XY TR3L LY,Blue,basic,classic,bra,Blue,32,91.94,7499,13-Mar-15,31-Dec-99,TRUE
KW24 HKKS ECNP PIWW O5QP VGAJ PCSO 90,Mauv,body art,classic,bra,Mauv,16,22.33,2375,23-Nov-12,31-Dec-99,TRUE
IT57 W257 4012 732N SEOS FIO2 RYM,Violet,body art,classic,bra,Violet,50,15.86,6366,5-Dec-15,31-Dec-99,TRUE
AT61 6854 2558 9830 7557,Pink,accent,classic,bra,Pink,52,21.86,1151,10-Mar-16,31-Dec-99,TRUE
LT70 2800 6047 7299 7168,Teal,cotton,classic,bra,Teal,39,90.49,8520,15-Sep-13,31-Dec-99,TRUE
SK81 3593 8215 0814 8866 0273,Puce,accent,classic,bra,Puce,33,77.25,8422,12-May-12,31-Dec-99,TRUE
LB14 7064 ZSRP LS4X H4XU IRRE SBD0,Fuscia,classic,classic,bra,Fuscia,7,3.92,3513,13-Oct-15,31-Dec-99,TRUE
FR90 5703 1050 556B C21N NFAK N11,Teal,accent,classic,bra,Teal,17,75.4,6581,2-Oct-12,31-Dec-99,TRUE
FR35 5609 4699 76IM IHFQ XINB X66,Teal,basic,classic,bra,Teal,47,18.61,1443,10-Apr-17,31-Dec-99,TRUE
FR53 9166 6120 79QT PVEU T1YA W82,Khaki,body art,classic,bra,Khaki,24,42.93,3551,20-Apr-12,31-Dec-99,TRUE
LV51 WBYU ITIJ EYAC S6QY B,Teal,accent,classic,bra,Teal,54,21.68,8453,27-Sep-15,31-Dec-99,TRUE
BH31 LMJE M5VX YGUV YAH6 51,Blue,accent,classic,bra,Blue,39,32.03,8415,13-Aug-13,31-Dec-99,TRUE
FO22 0338 6520 1745 13,Aquamarine,body art,classic,bra,Aquamarine,2,22.47,1639,2-Nov-13,31-Dec-99,TRUE
EE62 1100 3070 6227 4571,Indigo,cotton,classic,bra,Indigo,68,78.02,1780,20-Feb-14,31-Dec-99,TRUE
SK45 2972 6639 3057 0850 7811,Violet,cotton,classic,bra,Violet,78,48.43,6471,11-Sep-17,31-Dec-99,TRUE
TN42 9255 4020 3567 9681 0636,Pink,classic,classic,bra,Pink,10,65.84,5331,19-Dec-16,31-Dec-99,TRUE
MC78 1196 0038 71UE LZWU HKCT J43,Puce,body art,classic,bra,Puce,10,93.17,1570,14-Nov-14,31-Dec-99,TRUE
FR40 9299 0361 95XZ KUG8 Q3KB E11,Pink,basic,classic,bra,Pink,71,22.99,5207,12-Jul-16,31-Dec-99,TRUE
NO47 0515 1631 558,Indigo,classic,classic,bra,Indigo,27,24.33,5424,8-Jul-16,31-Dec-99,TRUE
RO71 SLST Z8D3 BDBW Y7JF 1VZ6,Fuscia,classic,classic,bra,Fuscia,30,49.23,4515,27-Apr-12,31-Dec-99,TRUE
FR90 4352 9108 36A6 4FIH 3P18 T02,Maroon,body art,classic,bra,Maroon,20,5.88,6763,17-Sep-16,31-Dec-99,TRUE
DE68 4065 7257 9160 2223 61,Violet,body art,classic,bra,Violet,15,74.02,1346,9-Jan-12,31-Dec-99,TRUE
FR60 4235 3655 895M KHJD DOLA N42,Turquoise,body art,classic,bra,Turquoise,60,75.34,2131,19-Jun-13,31-Dec-99,TRUE
FR56 5864 1771 63SC WTZV CWYY Z70,Mauv,classic,classic,bra,Mauv,6,80.66,3101,20-Jul-16,31-Dec-99,TRUE
FR21 6398 0128 49SA HJIW REMH Z96,Violet,classic,classic,bra,Violet,4,67.2,3747,2-Jul-13,31-Dec-99,TRUE
EE13 3148 9463 9906 1427,Red,basic,classic,bra,Red,28,25.82,6094,16-Jan-12,31-Dec-99,TRUE
GI26 JTBC CPM8 WALU TYT3 FUF,Red,classic,classic,bra,Red,49,82.83,7913,21-Jun-15,31-Dec-99,TRUE
IE41 IFHO 4244 2009 0935 42,Fuscia,accent,classic,bra,Fuscia,18,11.33,8771,16-Oct-13,31-Dec-99,TRUE
BE59 9462 0104 9037,Orange,body art,classic,bra,Orange,52,52.47,5361,6-Jan-12,31-Dec-99,TRUE
BA90 2579 4148 7735 4044,Green,cotton,classic,bra,Green,14,23.99,3539,10-Sep-16,31-Dec-99,TRUE
IS28 4011 8105 1747 3165 1292 19,Turquoise,classic,classic,bra,Turquoise,49,66.64,5151,2-Jun-16,31-Dec-99,TRUE
IE74 JZDW 7101 9120 2392 73,Green,body art,classic,bra,Green,18,40.78,6722,10-May-12,31-Dec-99,TRUE
BE87 2436 1946 8549,Fuscia,basic,classic,bra,Fuscia,69,48.23,7569,7-Jul-15,31-Dec-99,TRUE
SM27 C887 2288 489Z B3SY Q2H6 IFQ,Green,accent,classic,bra,Green,11,72.57,2130,13-Jul-15,31-Dec-99,TRUE
FR62 1132 7465 29RW IN4G OVM0 475,Khaki,accent,classic,bra,Khaki,35,10.19,8776,11-Dec-16,31-Dec-99,TRUE
FR79 6046 1967 03OW DIKO 4NZM B77,Crimson,body art,classic,bra,Crimson,79,74.53,1939,17-Feb-14,31-Dec-99,TRUE
HU88 4293 9115 9296 8806 4690 2958,Maroon,classic,classic,bra,Maroon,16,31.59,7848,28-Aug-12,31-Dec-99,TRUE
FI54 2132 5328 0950 65,Yellow,accent,classic,bra,Yellow,4,6.02,7679,6-May-12,31-Dec-99,TRUE
NO20 7098 8492 969,Fuscia,body art,classic,bra,Fuscia,25,4.36,7062,25-Sep-15,31-Dec-99,TRUE
SE49 9490 6851 4045 2539 7174,Puce,cotton,classic,bra,Puce,57,60.47,2695,28-Oct-14,31-Dec-99,TRUE
CH21 3456 6QQ8 8EA9 COVS 7,Yellow,cotton,classic,bra,Yellow,80,14.29,6563,23-Jul-14,31-Dec-99,TRUE
ES22 9490 5975 8259 9369 6643,Aquamarine,accent,classic,bra,Aquamarine,55,4.07,2868,29-Aug-17,31-Dec-99,TRUE
BR25 3883 5332 7286 5289 6122 100X S,Teal,cotton,classic,bra,Teal,33,88.65,1668,22-May-17,31-Dec-99,TRUE
GB39 RCAV 9847 1104 8133 34,Puce,body art,classic,bra,Puce,44,53.91,5892,15-May-14,31-Dec-99,TRUE
AD75 5301 0649 K3BB JMGC Y2QV,Fuscia,body art,classic,bra,Fuscia,25,23.42,4818,7-Dec-14,31-Dec-99,TRUE
FR02 9486 0958 6783 DPUG POHB U54,Mauv,basic,classic,bra,Mauv,57,86.91,7434,5-May-17,31-Dec-99,TRUE
FR89 7794 2619 41IE JUYO NXD0 U25,Red,body art,classic,bra,Red,8,45.47,9955,25-Jul-14,31-Dec-99,TRUE
NO14 9773 7228 985,Maroon,basic,classic,bra,Maroon,36,26.49,8735,23-Sep-13,31-Dec-99,TRUE
MR54 0970 5915 1506 6356 8488 347,Purple,classic,classic,bra,Purple,70,39.92,4983,26-Mar-15,31-Dec-99,TRUE
GB05 JACG 4831 4455 9264 54,Purple,cotton,classic,bra,Purple,6,38.36,9533,12-Jun-14,31-Dec-99,TRUE
GB46 IYKV 5330 5740 0233 90,Purple,basic,classic,bra,Purple,46,89.92,9388,22-Aug-17,31-Dec-99,TRUE
FR61 3481 1406 786K L3WI 63IL L15,Teal,body art,classic,bra,Teal,76,39.32,2684,26-Aug-14,31-Dec-99,TRUE
MT68 GZXV 1642 4K2U STBY L46Z AHPB BFS,Yellow,classic,classic,bra,Yellow,67,76.81,3714,1-Jan-17,31-Dec-99,TRUE
SK58 9183 3308 4918 4849 2535,Aquamarine,cotton,classic,bra,Aquamarine,61,26.79,2607,16-Jun-16,31-Dec-99,TRUE
FR79 5418 7824 69TR 4EE6 EDRV K72,Goldenrod,basic,classic,bra,Goldenrod,45,85.76,9580,19-Dec-12,31-Dec-99,TRUE
CY24 0381 6067 MOAB KXYX SVYW PWCU,Goldenrod,classic,classic,bra,Goldenrod,58,71.9,3399,19-May-15,31-Dec-99,TRUE
FR18 1851 6600 963I QYWB 8TBM D28,Teal,body art,classic,bra,Teal,72,75.12,5723,26-May-12,31-Dec-99,TRUE
BH93 SCSV CYRG C3BV 7DGQ AO,Teal,classic,classic,bra,Teal,49,5.73,3832,20-Nov-13,31-Dec-99,TRUE
FR19 9092 6436 95HR NUAL MNYF O83,Red,basic,classic,bra,Red,41,16.61,8265,6-Jan-14,31-Dec-99,TRUE
SE08 9464 7647 5524 3598 6846,Yellow,classic,classic,bra,Yellow,75,87.2,4881,28-Jun-17,31-Dec-99,TRUE
IE63 BZOT 5152 6073 9527 42,Pink,basic,classic,bra,Pink,69,95.89,1542,8-Oct-17,31-Dec-99,TRUE
PS37 BTIQ X06I RC7G 7FEX SX1Q QNLD 9,Turquoise,accent,classic,bra,Turquoise,46,16.19,3570,27-Jul-12,31-Dec-99,TRUE
FR20 2164 2567 89VO K7DZ 4SCD O01,Crimson,body art,classic,bra,Crimson,5,81.4,5875,4-Oct-17,31-Dec-99,TRUE
BA88 5277 8508 1145 4458,Green,accent,classic,bra,Green,79,59.6,9966,26-May-12,31-Dec-99,TRUE
FR49 1189 7661 79O4 4E46 JVQK S13,Purple,classic,classic,bra,Purple,54,17.16,2726,20-May-14,31-Dec-99,TRUE
ME60 5674 0230 8448 3827 23,Fuscia,accent,classic,bra,Fuscia,68,90.09,6575,7-Jan-12,31-Dec-99,TRUE
CH61 9878 9UWG GUDY BKGL N,Khaki,body art,classic,bra,Khaki,65,86.01,9516,1-Jun-16,31-Dec-99,TRUE
FR31 0431 3451 61HF QHL6 MYNW 962,Goldenrod,basic,classic,bra,Goldenrod,30,19.56,9684,14-Jul-17,31-Dec-99,TRUE
BE75 8072 5187 3521,Puce,cotton,classic,bra,Puce,45,54.35,6659,4-Apr-15,31-Dec-99,TRUE
CH23 4616 3G6I PEJU SN3L C,Fuscia,accent,classic,bra,Fuscia,6,36.07,5452,28-Jan-13,31-Dec-99,TRUE
BR50 0495 4178 3311 5192 1547 069Z 8,Violet,accent,classic,bra,Violet,1,86.3,2085,25-Jul-13,31-Dec-99,TRUE
GE45 OC75 4331 4896 6347 70,Teal,body art,classic,bra,Teal,3,35.65,4587,29-Sep-17,31-Dec-99,TRUE
BG73 PPKA 8613 14AY NCFN NB,Teal,classic,classic,bra,Teal,56,14.23,7398,18-Sep-17,31-Dec-99,TRUE
VG81 ZLMW 1190 1019 7575 6097,Yellow,classic,classic,bra,Yellow,59,48.04,1938,19-Feb-14,31-Dec-99,TRUE
DK51 6495 0871 2610 71,Khaki,body art,classic,bra,Khaki,15,48.17,1009,27-Feb-17,31-Dec-99,TRUE
LT67 2624 8640 9682 8224,Aquamarine,cotton,classic,bra,Aquamarine,21,79.01,3904,24-Sep-16,31-Dec-99,TRUE
NO90 5258 8343 944,Maroon,cotton,classic,bra,Maroon,49,3.17,4976,24-Nov-15,31-Dec-99,TRUE
GT92 INAM 7YY7 WNNP LMAI 31KE QSDQ,Yellow,body art,classic,bra,Yellow,67,20.62,5309,19-Dec-12,31-Dec-99,TRUE
CY75 3915 8739 CWHD D390 ZVCG TOTK,Fuscia,cotton,classic,bra,Fuscia,15,38.59,7337,3-Jan-15,31-Dec-99,TRUE
AT54 2273 1806 1896 3943,Violet,basic,classic,bra,Violet,54,27.18,8235,11-Jan-17,31-Dec-99,TRUE
LV52 DGLT B3WO N9UN UNOA P,Orange,cotton,classic,bra,Orange,15,22.69,8140,21-Mar-14,31-Dec-99,TRUE
FR98 1287 0857 187O A2FL DTUJ S83,Blue,accent,classic,bra,Blue,13,77.91,6917,17-Apr-16,31-Dec-99,TRUE
BR20 5671 6620 7961 4365 7387 528N I,Violet,basic,classic,bra,Violet,41,23.67,3392,2-Jun-16,31-Dec-99,TRUE
GI65 ZLBX JRC9 QXNC ZRIP INX,Green,basic,classic,bra,Green,64,6.97,5483,4-Dec-15,31-Dec-99,TRUE
TN71 9757 5189 8777 4860 4988,Maroon,accent,classic,bra,Maroon,55,99.38,3324,24-May-17,31-Dec-99,TRUE
EE47 2371 5664 3101 7825,Yellow,accent,classic,bra,Yellow,57,16.42,8889,11-Feb-15,31-Dec-99,TRUE
BE86 5497 5211 3908,Aquamarine,cotton,classic,bra,Aquamarine,39,62.91,1337,28-Mar-16,31-Dec-99,TRUE
IS28 5869 5973 6144 4576 0952 91,Mauv,body art,classic,bra,Mauv,72,59.72,2315,16-May-15,31-Dec-99,TRUE
DO08 AZK2 4484 0161 7386 5881 8602,Pink,basic,classic,bra,Pink,24,68.65,9179,12-Aug-12,31-Dec-99,TRUE
MT39 YABU 7280 7PES KXBX EYVK D7WK BA3,Blue,basic,classic,bra,Blue,44,42.71,2630,28-Jun-14,31-Dec-99,TRUE
IE18 NBYB 2253 8416 3036 23,Orange,cotton,classic,bra,Orange,58,86.62,9030,1-Sep-17,31-Dec-99,TRUE
IS93 3489 3731 5618 2541 4001 44,Fuscia,basic,classic,bra,Fuscia,34,2.01,9709,20-Jan-16,31-Dec-99,TRUE
TR49 9168 7DPR FTVP UUQD NO7B GS,Green,classic,classic,bra,Green,43,7.96,7973,10-Jul-14,31-Dec-99,TRUE
SE16 1912 5186 6044 9910 9586,Violet,body art,classic,bra,Violet,20,10.83,5734,8-May-12,31-Dec-99,TRUE
KW11 JMMF GMVE NUPY 5EOZ 6YKW WJU7 1K,Violet,basic,classic,bra,Violet,42,37.04,7996,10-Sep-13,31-Dec-99,TRUE
GR33 2918 875D 2KAC ONTE 7ZRO PSD,Violet,basic,classic,bra,Violet,25,49.13,7089,18-Feb-12,31-Dec-99,TRUE
IT94 E236 7754 041O X2OT S8VA BM1,Yellow,body art,classic,bra,Yellow,24,78.53,9384,2-Apr-15,31-Dec-99,TRUE
SA29 00HY V44P 1GZJ WJN7 PKUH,Red,accent,classic,bra,Red,4,5.33,1310,21-Nov-14,31-Dec-99,TRUE
BG59 DVIA 9766 351Q NWFL CJ,Red,basic,classic,bra,Red,56,71.68,3528,5-May-12,31-Dec-99,TRUE
IL03 0991 0153 5967 4344 443,Aquamarine,classic,classic,bra,Aquamarine,20,49.27,7686,21-Nov-12,31-Dec-99,TRUE
FR72 1815 5543 84DJ 86RQ DX8L P47,Blue,cotton,classic,bra,Blue,68,75.16,4813,5-Aug-13,31-Dec-99,TRUE
RO96 WRBX EYEP TS8K 4YFP LRP5,Indigo,basic,classic,bra,Indigo,57,52.28,8275,8-Mar-14,31-Dec-99,TRUE
VG04 YAOZ 4784 4417 2362 1409,Pink,basic,classic,bra,Pink,71,74.87,2859,23-Jul-14,31-Dec-99,TRUE
ES54 8046 9212 4570 3949 7406,Aquamarine,cotton,classic,bra,Aquamarine,48,16.04,7708,18-Mar-12,31-Dec-99,TRUE
ES85 7270 3427 9482 7421 4621,Goldenrod,body art,classic,bra,Goldenrod,3,23.39,2852,23-Dec-15,31-Dec-99,TRUE
MD02 ZO6G JCAT AWQF CTGB TRAK,Blue,accent,classic,bra,Blue,4,19.81,3361,6-May-15,31-Dec-99,TRUE
BA05 3036 5224 8670 8597,Indigo,basic,classic,bra,Indigo,67,86.23,6570,23-Oct-17,31-Dec-99,TRUE
AZ47 RHCM I62O OXVT R2AZ YQ4O AD5P,Puce,accent,classic,bra,Puce,12,50.45,9980,8-Nov-13,31-Dec-99,TRUE
LT49 2776 4623 5116 8810,Orange,accent,classic,bra,Orange,3,10.89,6607,25-Dec-13,31-Dec-99,TRUE
FR24 4093 9243 38IX Y9BA NLTP J42,Crimson,cotton,classic,bra,Crimson,44,35.26,8513,3-Jul-15,31-Dec-99,TRUE
FR54 6539 7055 32ML IJZP PUCD Z14,Crimson,classic,classic,bra,Crimson,66,52.97,6123,2-Jan-14,31-Dec-99,TRUE
GL33 0861 8273 4394 99,Goldenrod,basic,classic,bra,Goldenrod,31,74.82,6532,2-Sep-17,31-Dec-99,TRUE
LI96 4399 1CJS CSIC PCKW G,Yellow,accent,classic,bra,Yellow,61,63.3,5534,25-May-12,31-Dec-99,TRUE
LT83 7048 9421 1109 4914,Green,accent,classic,bra,Green,15,82.35,1871,24-Sep-15,31-Dec-99,TRUE
HU82 5763 2484 7200 3876 3270 0161,Green,accent,classic,bra,Green,1,94.23,6838,13-Jun-15,31-Dec-99,TRUE
FR57 1702 8630 23CA I4PF VXFK D57,Maroon,accent,classic,bra,Maroon,5,86.55,5985,29-Jan-16,31-Dec-99,TRUE
FR20 3041 9675 14CT R03R 8FLK 361,Goldenrod,classic,classic,bra,Goldenrod,50,74.41,7519,20-Apr-15,31-Dec-99,TRUE
BR24 8218 5516 6387 9176 8399 929Y P,Orange,accent,classic,bra,Orange,42,5.84,6780,25-Feb-15,31-Dec-99,TRUE
AL80 2021 1492 BVOF GW3L YOHT EAQN,Yellow,accent,classic,bra,Yellow,60,68.57,2338,6-Jun-14,31-Dec-99,TRUE
BA43 7184 3208 2639 5866,Aquamarine,body art,classic,bra,Aquamarine,69,8.2,8059,28-May-12,31-Dec-99,TRUE
FR43 5233 0791 606U 5N24 FPCG W48,Purple,basic,classic,bra,Purple,4,46.34,3968,7-Sep-15,31-Dec-99,TRUE
HR46 2727 8267 4542 6611 4,Purple,classic,classic,bra,Purple,21,38.97,5072,19-Jan-14,31-Dec-99,TRUE
PL19 1659 3230 8783 8909 9757 0686,Crimson,basic,classic,bra,Crimson,31,51.3,8546,17-Apr-16,31-Dec-99,TRUE
LI02 2969 9RFH T1DK IOQ2 N,Blue,basic,classic,bra,Blue,65,36.38,8076,22-Feb-15,31-Dec-99,TRUE
KZ24 450B OULZ RVZ8 XYJC,Yellow,accent,classic,bra,Yellow,13,52.41,5596,13-Oct-12,31-Dec-99,TRUE
KZ85 751Y 7YZ6 K3HC RZBB,Red,cotton,classic,bra,Red,58,54.25,9459,24-Jul-13,31-Dec-99,TRUE
CH34 1427 958Q THAL 4HEA 2,Aquamarine,classic,classic,bra,Aquamarine,38,50.11,2003,15-Apr-13,31-Dec-99,TRUE
AL61 3794 9511 QGPC DCMK M5SI IB9J,Goldenrod,accent,classic,bra,Goldenrod,71,50.68,1648,22-Feb-12,31-Dec-99,TRUE
SA06 92QT JKYB OQOA DDT6 YULF,Turquoise,cotton,classic,bra,Turquoise,59,61.41,2310,29-Sep-15,31-Dec-99,TRUE
FO60 1001 3955 9865 00,Orange,basic,classic,bra,Orange,48,80.01,8903,17-Jan-16,31-Dec-99,TRUE
TN85 2812 2791 4833 3481 9348,Maroon,cotton,classic,bra,Maroon,40,71.96,9799,28-Nov-14,31-Dec-99,TRUE
LI97 0578 2II8 WHDG KJLD K,Maroon,cotton,classic,bra,Maroon,29,52.88,8863,25-Feb-16,31-Dec-99,TRUE
GL12 3902 8734 1822 94,Crimson,accent,classic,bra,Crimson,9,77.37,9666,30-Mar-12,31-Dec-99,TRUE
IE64 CADV 9766 7811 9458 92,Red,classic,classic,bra,Red,71,54.9,6615,27-Jun-12,31-Dec-99,TRUE
MU24 FOLN 4722 9434 7668 0301 154N QL,Aquamarine,classic,classic,bra,Aquamarine,26,97.25,6809,30-Oct-17,31-Dec-99,TRUE
